SUBJECT	item	sentence	language	condition	RATING	rating_natural
3290	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	1	5
3290	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	1	5,48
3290	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	1	5,36
3290	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	1	4,44
3290	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	1	4,44
3266	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	7	3,84
3266	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	7	5,28
3266	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	7	4,76
3266	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	7	4,28
3266	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	7	6,04
3266	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	7	5,64
3266	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	7	4,92
3266	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	7	6,4
3266	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	7	5,88
3266	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	7	4,24
3266	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	7	5,16
3266	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	7	5,88
3266	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	6	3,08
3266	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	6	5,32
3266	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	6	5,8
3266	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	6	6,24
3266	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	6	5,28
3266	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	5	4,8
3266	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	5	5
3266	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	5	6,24
3266	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	5	6,12
3266	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	1	4,24
3266	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	1	5,96
3266	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
3266	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	1	5,6
3266	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	1	5,84
3266	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	1	4,44
3266	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	1	5,36
3266	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	1	4,52
3266	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	1	4,44
3266	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
3266	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	1	5,28
3266	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	1	4,96
3266	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	1	3,72
3266	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	1	4
3266	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	1	3,84
3266	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	1	3,92
3266	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	1	6
3266	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	1	5
3266	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	1	5,48
3071	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	7	3,84
3071	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	7	5,32
3071	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	7	6,24
3071	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	7	4,92
3071	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	7	5,88
3071	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	7	6,04
3071	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	7	4,24
3071	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	7	4,76
3071	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	7	5,16
3071	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	7	6,4
3071	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	7	5,64
3071	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	7	6,12
3071	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	7	5,28
3071	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	7	4,28
3071	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	7	5,88
3071	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	6	5,8
3071	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	5	6,24
3071	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	5	3,08
3071	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	5	4,8
3071	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	5	5,28
3071	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	5	5,48
3071	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	4	3,92
3071	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	4	6
3071	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	3	4,44
3071	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	3	4,24
3071	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	3	4
3071	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	2	5
3071	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	2	4,52
3071	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	2	4,96
3071	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	1	5,84
3071	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	1	5,28
3071	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	1	5,6
3071	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
3071	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	1	3,84
3071	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	1	3,72
3071	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	1	5,36
3071	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	1	5
3071	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	1	4,44
3071	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	1	5,96
3071	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
2975	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	7	3,84
2975	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	6	6,12
2975	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	6	5,88
2975	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	6	5,8
2975	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	6	5,88
2975	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	6	5,16
2975	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	6	5,28
2975	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	6	4,28
2975	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	6	5,28
2975	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	6	6,4
2975	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	6	3,08
2975	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	6	4,76
2975	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	5	4,92
2975	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	5	6,24
2975	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	5	5,32
2975	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	5	6,24
2975	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	5	5,64
2975	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	5	6,04
2975	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	5	4,8
2975	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	5	4,24
2975	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	4	5,48
2975	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	4	5,28
2975	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	4	3,72
2975	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	4	5,36
2975	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	3	5,84
2975	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	3	5,6
2975	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	2	4,52
2975	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	2	3,84
2975	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	2	5
2975	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	2	4,24
2975	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	2	3,92
2975	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	2	5,96
2975	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	1	4,96
2975	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
2975	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	1	5
2975	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	1	4
2975	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
2975	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	1	4,44
2975	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	1	6
2975	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	1	4,44
2895	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	7	6,12
2895	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	7	4,76
2895	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	7	5,8
2895	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	7	4,24
2895	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	7	6,24
2895	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	7	3,08
2895	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	6	5,96
2895	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	6	6,4
2895	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	6	4,28
2895	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	6	4,8
2895	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	6	5,64
2895	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	6	5,88
2895	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	5	5,28
2895	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	5	5,88
2895	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	5	5,28
2895	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	5	6,24
2895	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	5	5,32
2895	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	5	4,92
2895	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	4	3,92
2895	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	4	5,16
2895	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	4	5,84
2895	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	4	6,04
2895	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	4	3,84
2895	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	4	4
2895	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	3	3,84
2895	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	3	5,36
2895	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	3	4,96
2895	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	3	5
2895	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	3	4,52
2895	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	3	3,72
2895	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	3	4,24
2895	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	2	4,44
2895	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	2	5,48
2895	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	2	5,6
2895	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	2	4,44
2895	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	2	5,28
2895	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
2895	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	1	5
2895	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
2895	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	1	6
2813	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	7	4,28
2813	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	7	5,32
2813	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	7	5,8
2813	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	7	4,24
2813	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	7	5,64
2813	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	7	5,16
2813	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	7	6,12
2813	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	7	4,76
2813	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	7	6,4
2813	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	7	5,36
2813	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	7	5,48
2813	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	7	3,84
2813	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	6	5,88
2813	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	6	5,88
2813	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	6	6,04
2813	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	6	5,28
2813	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	5	5,96
2813	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	5	5,28
2813	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	5	4,92
2813	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	5	6,24
2813	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	5	3,08
2813	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	5	4,8
2813	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	4	6,24
2813	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	3	5,84
2813	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	2	5,6
2813	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
2813	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	1	4,44
2813	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	1	4
2813	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	1	3,92
2813	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
2813	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	1	6
2813	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	1	4,44
2813	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	1	3,72
2813	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	1	4,52
2813	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	1	5
2813	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	1	3,84
2813	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	1	4,24
2813	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	1	5,28
2813	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	1	4,96
2813	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	1	5
2563	1017a	The degenerate evil thinks that satanic war is not a mad trouble.	ENGLISH	NEGATIVE	7	6,24
2563	1003a	The decomposed corpse of the victim marked the immoral nightmare of the weak assassin.	ENGLISH	NEGATIVE	7	5,16
2563	1001a	His incurable cancer was a hopeless illness that became a traumatic tragedy.	ENGLISH	NEGATIVE	7	5,8
2563	1013a	The insolent anarchist will get the lethal pain because of his fatal mistake.	ENGLISH	NEGATIVE	7	5,88
2563	1018a	In the morning the cruel dictator invented a frightening punishment based on horrifying hostility.	ENGLISH	NEGATIVE	7	5,88
2563	1010a	At noon the hostile terrorist will bring his toxic bomb to the schizophrenic cannibal.	ENGLISH	NEGATIVE	7	4,92
2563	1019a	Pathological malnutrition is an unforgivable shame for the claustrophobic orphanage.	ENGLISH	NEGATIVE	7	4,24
2563	1007a	Today the sadist pedophile has made a bloody incision with the irritable hostage.	ENGLISH	NEGATIVE	7	4,76
2563	1005a	Everyday the dangerous sociopath asks for agony and incarceration while looking at the mutilate nigger.	ENGLISH	NEGATIVE	7	3,84
2563	1015a	During the sickening dictatorship they developed a negative repression for the problematic traitor.	ENGLISH	NEGATIVE	6	5,32
2563	1002a	The terrible infection caused a violent diarrhea for the agonizing prisoner.	ENGLISH	NEGATIVE	6	6,04
2563	1008a	Every night an unbearable and terrifying abuse takes place in the vicious criminal prison.	ENGLISH	NEGATIVE	6	6,4
2563	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	6	3,08
2563	1009a	Last night the repulsive kidnapper used his vile violence to convince the sick cheater.	ENGLISH	NEGATIVE	6	5,28
2563	1011a	At dawn the pervert aggressor takes the infectious urine for his morbid operation.	ENGLISH	NEGATIVE	6	5,28
2563	1016a	The rancid stink of his disease provoked the vomit of the hurt slave.	ENGLISH	NEGATIVE	6	6,12
2563	1012a	The miserable gangster went to the frustrating funeral to finish with his nasty revenge.	ENGLISH	NEGATIVE	6	6,24
2563	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	5	4,28
2563	1017b	The gentile participant thinks that initial prudence is not a continuous formality.	ENGLISH	NEUTRAL	5	5,28
2563	1006a	Since her disgraceful crisis the furious beggar has a devastating hemorrhage.	ENGLISH	NEGATIVE	5	5,64
2563	1014a	The alcoholic nausea of the lonely suspect produced an insane rage.	ENGLISH	NEGATIVE	4	4,8
2563	1015b	During the placid congregation they developed a specific calendar for the basic monologue.	ENGLISH	NEUTRAL	3	3,84
2563	1010b	At noon the civil receptionist will bring his meticulous petition to the municipal doorman.	ENGLISH	NEUTRAL	3	5,6
2563	1016b	The gradual signal of his disk provoked the silence of the eventual client.	ENGLISH	NEUTRAL	3	4,52
2563	1009b	Last night the southern shepherd used his admissible sermon to convince the vegetarian spectator.	ENGLISH	NEUTRAL	3	5,48
2563	1014b	The supposed guide of the prodigious biographer produced an uncommon coverage.	ENGLISH	NEUTRAL	3	3,92
2563	1003b	The anterior background of the director marked the prudent trajectory of the obscure organization.	ENGLISH	NEUTRAL	3	5
2563	1002b	The informal questionnaire caused a conventional practice for the discreet researcher.	ENGLISH	NEUTRAL	2	6
2563	1013b	The postal subscriber will get the promotional antenna because of his editorial supply.	ENGLISH	NEUTRAL	2	4,44
2563	1011b	At dawn the ginger milkman takes the glass bottle for his indulgent neighbor.	ENGLISH	NEUTRAL	2	5,96
2563	1018b	In the morning the staff of the agency invented a statistical study based on subliminal publishing.	ENGLISH	NEUTRAL	2	5,84
2563	1005b	Everyday the capitalist banker asks for oysters and prawns while looking at the outer newspaper.	ENGLISH	NEUTRAL	2	5,36
2563	1004b	During the conference the consensus spread to the centennial canteen and led to a suitable arrangement.	ENGLISH	NEUTRAL	2	4,44
2563	1020b	Magnesium and residual barium are the chemical principle of any metal sediment.	ENGLISH	NEUTRAL	1	5,92
2563	1001b	His primary handbook was a manageable paragraph that became a singular routine.	ENGLISH	NEUTRAL	1	4
2563	1008b	Every night a domestic and daily circumstance takes place in the ecological catholic center.	ENGLISH	NEUTRAL	1	3,72
2563	1006b	Since her predictable subscription the sainted schoolteacher has a brown folder.	ENGLISH	NEUTRAL	1	4,24
2563	1019b	Manual measurement is a tentative category for the numerical documentation.	ENGLISH	NEUTRAL	1	5,04
2563	1007b	Today the provincial parliament has made an ordinary pause with the metaphysical mathematician.	ENGLISH	NEUTRAL	1	5
2563	1012b	The western electrician went to the silent barbershop to finish with his usual moustache.	ENGLISH	NEUTRAL	1	4,96
2242	1020a	Epidemic and unsafe contagion are the hazardous damage of any inadequate murder.	ENGLISH	NEGATIVE	7	3,08
2242	1004a	During the amputation the poisoning spread to the defenseless enemy and led to a crappy death.	ENGLISH	NEGATIVE	7	4,28
